Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,Transport_share,Waste Bag Size_share,Waste Bag Weekly Count_share,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport,season,area_total_emission,area_emissions_list
underweight,female,omnivore,twice a day,electricity,0.0,often,96,frequently,43,0.0,6,18,19,22,Yes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1585,Engineering,Mumbai,India,6.0,0.0,0.0,1.0,22,3,36,3,1793,30,Worli,"Vehicular, Construction",746.09,498.3,1126.08,875.88,456.07,1844.98,Summer,5547.4,"750,400"
overweight,male,vegetarian,more frequently,coal,0.0,often,123,never,86,0.0,3,9,41,13,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1900,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,0,0,34,18,1362,137,Ghansoli,"Residential, Industrial",788.75,463.79,1048.74,525.81,254.11,0.0,Monsoon,3081.2,"700,1000"
overweight,female,pescatarian,more frequently,natural gas,0.0,never,195,never,46,0.0,3,22,1,20,Yes,['Paper'],"['Stove', 'Microwave']",1105,Student,Navi Mumbai,India,3.0,0.0,0.0,1.0,24,1,0,0,479,36,Nerul,"Residential, Corporate, Construction",695.67,582.64,930.93,563.47,386.18,0.0,Winter,3158.89,"700,500,350"
underweight,female,vegan,daily,coal,0.0,never,190,very frequently,1343,0.0,4,5,14,16,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2433,Engineering,Mumbai,India,4.0,0.0,0.0,1.0,1,0,58,0,556,94,Goregaon,"Residential, Construction",923.56,544.83,902.75,751.58,514.03,1987.94,Winter,5624.69,"850,400"
overweight,male,pescatarian,daily,wood,0.0,often,277,never,98,0.0,5,2,30,1,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1986,Other,Mumbai,India,5.0,0.0,0.0,1.0,29,1,18,8,1639,140,Chembur,"Industrial, Vehicular",801.75,563.18,1253.34,808.92,328.98,2144.77,Monsoon,5900.94,"1200,750"
overweight,male,pescatarian,less frequently,natural gas,0.0,never,121,very frequently,995,0.0,1,18,45,8,Yes,['Plastic'],"['Stove', 'Microwave']",3299,Sales,Mumbai,India,1.0,0.0,0.0,1.0,2,2,14,2,1327,45,Chembur,"Industrial, Vehicular",741.11,566.24,1146.94,788.84,345.64,2086.32,Winter,5675.09,"1200,750"
overweight,male,vegetarian,more frequently,coal,0.0,sometimes,138,very frequently,9883,0.0,5,13,27,10,No,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",7531,Operations,Navi Mumbai,India,5.0,0.0,0.0,1.0,20,4,24,2,1542,58,Koparkhairane,"Residential, Industrial",741.77,494.27,1049.05,553.56,280.13,0.0,Winter,3118.78,"700,1000"
normal,male,pescatarian,more frequently,wood,0.0,often,74,very frequently,9,0.0,1,20,31,8,No,['Plastic'],['Oven'],2743,Finance,Navi Mumbai,India,1.0,0.0,0.0,1.0,24,1,0,17,183,117,Koparkhairane,"Residential, Industrial",748.4,403.44,986.76,483.09,337.82,0.0,Winter,2959.51,"700,1000"
obese,male,pescatarian,twice a day,coal,0.0,never,208,frequently,6,0.0,6,12,1,19,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2299,Other,Mumbai,India,6.0,0.0,0.0,1.0,19,2,30,1,1337,107,Chembur,"Industrial, Vehicular",699.74,517.18,1124.93,839.42,317.14,1786.97,Monsoon,5285.38,"1200,750"
normal,male,vegetarian,less frequently,natural gas,0.0,often,139,frequently,93,0.0,6,19,20,7,No,"['Paper', 'Metal']",['Stove'],2216,Engineering,Mumbai,India,6.0,0.0,0.0,1.0,21,4,36,10,1514,135,Mazgaon,"Vehicular, Residential",946.42,516.46,1100.04,823.99,404.28,1902.59,Winter,5693.78,"750,850"
underweight,male,pescatarian,daily,coal,0.0,often,97,very frequently,552,0.0,2,9,3,2,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2196,Student,Mumbai,India,2.0,0.0,0.0,1.0,20,2,51,8,458,60,Malad West,"Residential, Construction",888.47,477.88,1228.41,680.48,360.86,1819.58,Winter,5455.68,"850,400"
overweight,male,pescatarian,less frequently,electricity,0.0,never,162,frequently,5254,0.0,1,9,22,9,No,"['Plastic', 'Glass']",['Microwave'],3786,Student,Mumbai,India,1.0,0.0,0.0,1.0,32,2,42,1,1496,123,Malad West,"Residential, Construction",971.82,611.14,916.76,704.2,427.61,1712.25,Monsoon,5343.78,"850,400"
overweight,male,pescatarian,less frequently,coal,0.0,never,291,frequently,1584,0.0,5,12,7,16,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2379,Finance,Navi Mumbai,India,5.0,0.0,0.0,1.0,37,2,45,19,1697,127,Taloja,"Industrial, Construction",575.91,492.91,1050.12,497.61,351.61,0.0,Summer,2968.16,"1000,350"
underweight,male,vegan,less frequently,wood,0.0,often,187,very frequently,1010,0.0,6,9,12,6,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",3014,Operations,Navi Mumbai,India,6.0,0.0,0.0,1.0,14,5,21,3,157,29,Vashi,"Corporate, Residential, Vehicular",783.02,499.02,884.3,677.62,269.75,0.0,Summer,3113.71,"500,700,600"
normal,male,pescatarian,more frequently,natural gas,0.0,sometimes,134,frequently,562,0.0,5,4,16,5,No,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2567,Finance,Navi Mumbai,India,5.0,0.0,0.0,1.0,14,2,49,8,783,92,Nerul,"Residential, Corporate, Construction",749.6,542.13,811.47,536.25,396.36,0.0,Winter,3035.81,"700,500,350"
obese,male,pescatarian,less frequently,wood,0.0,never,186,frequently,557,0.0,6,6,28,16,Yes,"['Plastic', 'Metal']",['Microwave'],2714,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,24,0,19,13,1949,149,CBD Belapur,"Corporate, Vehicular",642.46,518.76,754.98,671.44,262.93,0.0,Monsoon,2850.57,"500,600"
obese,male,omnivore,less frequently,natural gas,0.0,never,215,rarely,49,0.0,1,13,39,12,No,"['Paper', 'Plastic', 'Metal']",[],1797,Finance,Mumbai,India,1.0,0.0,0.0,1.0,20,3,40,18,536,139,Mazgaon,"Vehicular, Residential",854.94,514.18,1055.24,812.49,277.49,1591.55,Summer,5105.89,"750,850"
obese,female,vegan,less frequently,electricity,0.0,sometimes,180,frequently,410,0.0,5,4,16,17,Yes,['Plastic'],"['Oven', 'Microwave']",2239,Operations,Mumbai,India,5.0,0.0,0.0,1.0,23,4,46,15,1113,137,Chembur,"Industrial, Vehicular",666.68,655.49,1141.78,811.13,292.76,1889.37,Monsoon,5457.21,"1200,750"
normal,female,vegan,less frequently,coal,0.0,never,187,rarely,5175,0.0,6,6,44,13,Yes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1650,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,4,3,42,13,973,44,Ghansoli,"Residential, Industrial",780.12,365.63,1139.52,478.72,305.82,0.0,Summer,3069.81,"700,1000"
underweight,female,vegan,daily,coal,0.0,never,62,frequently,1212,0.0,4,23,46,17,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],2006,Finance,Navi Mumbai,India,4.0,0.0,0.0,1.0,5,2,4,14,863,41,Kharghar,"Residential, Construction",768.89,486.63,871.68,477.98,439.33,0.0,Monsoon,3044.51,"700,350"
obese,male,vegan,daily,wood,0.0,never,221,rarely,22,0.0,6,5,5,2,No,"['Plastic', 'Glass']","['Grill', 'Airfryer']",1451,Engineering,Navi Mumbai,India,6.0,0.0,0.0,1.0,22,2,14,17,939,30,Taloja,"Industrial, Construction",557.59,394.25,1150.78,541.8,388.3,0.0,Winter,3032.72,"1000,350"
normal,male,pescatarian,daily,electricity,0.0,never,59,rarely,1958,0.0,3,20,28,10,No,"['Paper', 'Plastic', 'Glass']",['Oven'],998,Engineering,Navi Mumbai,India,3.0,0.0,0.0,1.0,3,5,55,14,748,24,Kharghar,"Residential, Construction",807.99,435.24,881.04,565.11,325.67,0.0,Monsoon,3015.05,"700,350"
normal,male,pescatarian,less frequently,electricity,0.0,never,84,frequently,922,0.0,7,10,39,1,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1628,Student,Navi Mumbai,India,7.0,0.0,0.0,1.0,26,2,1,18,1873,25,Ghansoli,"Residential, Industrial",770.21,413.98,1075.81,492.46,332.38,0.0,Summer,3084.84,"700,1000"
underweight,male,vegan,less frequently,coal,0.0,sometimes,189,never,36,0.0,7,13,20,16,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",1172,Operations,Mumbai,India,7.0,0.0,0.0,1.0,17,3,11,8,617,35,Worli,"Vehicular, Construction",867.67,610.02,1018.46,748.05,380.78,2010.79,Summer,5635.77,"750,400"
underweight,female,vegan,twice a day,natural gas,0.0,often,136,very frequently,1,0.0,5,1,30,13,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",2328,Other,Mumbai,India,5.0,0.0,0.0,1.0,20,4,58,15,886,65,Bandra Kurla Complex,Corporate,806.95,745.8,1182.94,566.41,363.24,2043.03,Monsoon,5708.37,650
underweight,female,pescatarian,daily,electricity,0.0,sometimes,240,rarely,40,0.0,6,22,5,12,No,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1148,Student,Navi Mumbai,India,6.0,0.0,0.0,1.0,27,2,56,16,185,33,Airoli,"Residential, Corporate",697.77,529.82,962.12,534.94,381.64,0.0,Monsoon,3106.29,"700,500"
underweight,male,omnivore,less frequently,wood,0.0,never,258,very frequently,286,0.0,3,14,22,23,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",2319,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,34,1,59,9,978,43,Nerul,"Residential, Corporate, Construction",788.31,493.47,830.16,602.68,385.89,0.0,Monsoon,3100.51,"700,500,350"
obese,female,pescatarian,more frequently,electricity,0.0,never,231,frequently,1271,0.0,4,10,33,5,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1872,Other,Navi Mumbai,India,4.0,0.0,0.0,1.0,21,3,54,4,1271,128,Nerul,"Residential, Corporate, Construction",781.64,472.77,939.67,522.19,338.68,0.0,Summer,3054.95,"700,500,350"
obese,male,vegetarian,daily,electricity,0.0,never,149,frequently,4783,0.0,7,7,23,0,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3344,Engineering,Navi Mumbai,India,7.0,0.0,0.0,1.0,39,2,6,8,1699,95,CBD Belapur,"Corporate, Vehicular",640.72,520.68,758.96,618.62,269.1,0.0,Monsoon,2808.08,"500,600"
underweight,female,omnivore,daily,wood,0.0,often,66,very frequently,5438,0.0,6,19,21,0,No,[],"['Stove', 'Oven']",2881,Student,Mumbai,India,6.0,0.0,0.0,1.0,22,1,1,13,1079,25,Sion,"Vehicular, Construction",846.53,564.9,959.31,779.36,483.91,1943.72,Monsoon,5577.73,"750,400"
normal,male,vegetarian,more frequently,wood,0.0,never,211,never,1118,0.0,1,7,24,15,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1104,Engineering,Mumbai,India,1.0,0.0,0.0,1.0,2,2,7,9,1598,40,Goregaon,"Residential, Construction",918.54,625.42,908.43,722.2,343.74,2024.92,Monsoon,5543.25,"850,400"
normal,male,pescatarian,daily,natural gas,0.0,sometimes,166,rarely,1114,0.0,5,24,0,9,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1136,Engineering,Mumbai,India,5.0,0.0,0.0,1.0,39,1,8,0,766,131,Malad West,"Residential, Construction",1026.48,612.25,992.93,635.57,413.5,1796.58,Winter,5477.31,"850,400"
normal,male,vegan,twice a day,natural gas,0.0,often,117,rarely,764,0.0,6,5,28,5,Sometimes,[],['Microwave'],1580,Engineering,Mumbai,India,6.0,0.0,0.0,1.0,9,3,57,19,1258,65,Andheri (Airport area),"Vehicular, Corporate, Airport",722.5,718.11,929.29,829.71,302.66,2009.21,Summer,5511.48,"750,650,2000"
normal,female,vegetarian,twice a day,electricity,0.0,sometimes,91,never,56,0.0,7,12,34,12,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1095,Sales,Navi Mumbai,India,7.0,0.0,0.0,1.0,24,2,26,2,1241,124,CBD Belapur,"Corporate, Vehicular",575.85,473.69,831.78,700.35,383.16,0.0,Monsoon,2964.83,"500,600"
underweight,female,pescatarian,daily,natural gas,0.0,sometimes,141,frequently,65,0.0,6,5,24,17,Sometimes,['Glass'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1793,Sales,Navi Mumbai,India,6.0,0.0,0.0,1.0,7,1,27,15,1659,131,Airoli,"Residential, Corporate",744.27,612.36,914.33,581.04,279.62,0.0,Winter,3131.62,"700,500"
normal,female,vegetarian,less frequently,coal,0.0,never,268,frequently,1040,0.0,4,18,2,2,Sometimes,['Metal'],"['Stove', 'Microwave']",1737,Engineering,Mumbai,India,4.0,0.0,0.0,1.0,10,3,36,4,1502,60,Chembur,"Industrial, Vehicular",744.31,591.6,1351.65,856.21,399.01,1829.76,Summer,5772.54,"1200,750"
underweight,female,vegan,twice a day,electricity,0.0,sometimes,266,never,2,0.0,6,12,49,3,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",1357,Other,Navi Mumbai,India,6.0,0.0,0.0,1.0,4,1,14,12,363,86,Vashi,"Corporate, Residential, Vehicular",805.63,611.03,906.73,704.64,346.27,0.0,Summer,3374.3,"500,700,600"
normal,female,omnivore,more frequently,electricity,0.0,sometimes,266,rarely,4676,0.0,2,2,3,22,No,[],"['Stove', 'Oven']",1259,Other,Mumbai,India,2.0,0.0,0.0,1.0,36,1,18,4,422,102,Worli,"Vehicular, Construction",751.79,626.4,1148.55,791.96,481.97,2040.62,Summer,5841.29,"750,400"
normal,female,vegetarian,more frequently,electricity,0.0,often,177,very frequently,1012,0.0,1,10,35,13,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1859,Sales,Mumbai,India,1.0,0.0,0.0,1.0,37,2,29,10,110,102,Mazgaon,"Vehicular, Residential",996.44,641.58,976.41,886.91,306.6,1576.99,Monsoon,5384.93,"750,850"
obese,male,vegan,less frequently,electricity,0.0,sometimes,87,very frequently,7656,0.0,5,0,36,4,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",4633,Student,Navi Mumbai,India,5.0,0.0,0.0,1.0,28,3,50,16,1991,84,Turbhe,"Industrial, Vehicular",645.62,379.55,1064.74,736.35,319.24,0.0,Summer,3145.5,"1000,600"
normal,female,pescatarian,twice a day,wood,0.0,often,207,rarely,1507,0.0,7,9,6,17,Sometimes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1594,Sales,Mumbai,India,7.0,0.0,0.0,1.0,4,2,12,2,1701,105,Bandra Kurla Complex,Corporate,706.29,728.24,1060.31,670.08,350.63,1756.13,Winter,5271.68,650
overweight,female,pescatarian,daily,wood,0.0,often,245,very frequently,678,0.0,1,17,35,22,Yes,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",2710,Engineering,Mumbai,India,1.0,0.0,0.0,1.0,8,4,44,5,362,98,Worli,"Vehicular, Construction",659.52,575.69,1152.37,766.89,339.82,1906.95,Winter,5401.24,"750,400"
normal,female,pescatarian,daily,natural gas,0.0,sometimes,74,never,1568,0.0,6,19,42,19,Sometimes,['Glass'],['Oven'],1423,Student,Navi Mumbai,India,6.0,0.0,0.0,1.0,1,2,5,15,1147,44,Airoli,"Residential, Corporate",749.45,616.27,885.25,532.3,365.9,0.0,Monsoon,3149.17,"700,500"
underweight,male,vegan,daily,coal,0.0,often,99,frequently,527,0.0,7,9,47,2,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2201,Engineering,Navi Mumbai,India,7.0,0.0,0.0,1.0,0,1,29,19,1007,113,Kharghar,"Residential, Construction",802.45,444.01,991.98,532.83,399.55,0.0,Monsoon,3170.82,"700,350"
normal,female,vegetarian,less frequently,electricity,0.0,sometimes,85,very frequently,284,0.0,7,6,47,2,Sometimes,"['Paper', 'Metal']",[],2394,Student,Mumbai,India,7.0,0.0,0.0,1.0,39,5,0,1,1954,139,Borivali,"Residential, Vehicular",870.03,500.08,919.2,854.92,298.98,1979.4,Monsoon,5422.61,"850,750"
underweight,male,vegan,daily,wood,0.0,often,94,never,1104,0.0,6,13,22,9,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",1298,Engineering,Navi Mumbai,India,6.0,0.0,0.0,1.0,29,2,41,4,939,31,Kharghar,"Residential, Construction",816.67,381.81,862.76,515.94,452.8,0.0,Winter,3029.98,"700,350"
overweight,male,vegan,daily,coal,0.0,sometimes,220,very frequently,69,0.0,5,18,23,8,Sometimes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3498,Finance,Mumbai,India,5.0,0.0,0.0,1.0,10,3,58,18,1264,111,Malad West,"Residential, Construction",1005.32,501.56,960.82,638.58,438.29,1876.33,Summer,5420.9,"850,400"
overweight,male,omnivore,twice a day,natural gas,0.0,never,259,very frequently,8046,0.0,6,15,43,16,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",5583,Other,Navi Mumbai,India,6.0,0.0,0.0,1.0,27,4,56,19,553,89,Koparkhairane,"Residential, Industrial",850.21,488.3,1060.93,585.81,327.75,0.0,Winter,3313.0,"700,1000"
underweight,female,pescatarian,daily,coal,0.0,never,112,frequently,68,0.0,3,23,2,20,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1279,Operations,Navi Mumbai,India,3.0,0.0,0.0,1.0,11,0,37,10,1354,24,Nerul,"Residential, Corporate, Construction",864.15,618.77,952.5,562.92,368.82,0.0,Winter,3367.16,"700,500,350"
obese,male,vegetarian,daily,electricity,0.0,never,54,never,1295,0.0,3,11,10,9,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[],477,Operations,Mumbai,India,3.0,0.0,0.0,1.0,38,1,24,17,1723,79,Andheri (Airport area),"Vehicular, Corporate, Airport",710.2,725.31,1008.34,823.75,265.39,2008.77,Summer,5541.76,"750,650,2000"
normal,female,vegetarian,less frequently,electricity,0.0,sometimes,107,never,1256,0.0,6,5,23,1,Sometimes,"['Paper', 'Plastic', 'Metal']",[],759,Other,Mumbai,India,6.0,0.0,0.0,1.0,25,1,34,2,1239,97,Goregaon,"Residential, Construction",974.61,640.99,1052.39,640.22,439.8,1735.57,Post-Monsoon,5483.58,"850,400"
underweight,female,vegetarian,more frequently,wood,0.0,often,91,rarely,55,0.0,2,24,8,21,Sometimes,"['Paper', 'Plastic']",[],1036,Engineering,Navi Mumbai,India,2.0,0.0,0.0,1.0,12,1,25,11,379,132,Vashi,"Corporate, Residential, Vehicular",759.4,546.49,860.67,611.5,315.79,0.0,Monsoon,3093.85,"500,700,600"
normal,male,omnivore,more frequently,wood,0.0,sometimes,196,very frequently,50,0.0,5,5,2,7,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3044,Operations,Mumbai,India,5.0,0.0,0.0,1.0,7,0,12,12,649,71,Borivali,"Residential, Vehicular",932.9,594.16,1065.81,851.22,393.29,2138.74,Winter,5976.12,"850,750"
overweight,male,vegetarian,more frequently,coal,0.0,often,265,never,99,0.0,7,7,22,0,Yes,"['Paper', 'Glass', 'Metal']",['Microwave'],1486,Engineering,Navi Mumbai,India,7.0,0.0,0.0,1.0,27,1,18,19,298,54,Kharghar,"Residential, Construction",774.2,462.6,939.94,525.43,384.04,0.0,Summer,3086.21,"700,350"
normal,female,vegetarian,less frequently,coal,0.0,often,97,very frequently,810,0.0,5,24,20,12,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2721,Student,Navi Mumbai,India,5.0,0.0,0.0,1.0,29,1,9,19,1901,93,CBD Belapur,"Corporate, Vehicular",604.43,545.65,920.78,721.28,302.68,0.0,Winter,3094.82,"500,600"
obese,female,vegan,less frequently,coal,0.0,often,281,never,84,0.0,7,1,12,3,Sometimes,"['Plastic', 'Glass']",[],1368,Engineering,Navi Mumbai,India,7.0,0.0,0.0,1.0,8,2,44,8,769,132,Ghansoli,"Residential, Industrial",755.53,425.02,1024.87,557.2,317.26,0.0,Winter,3079.88,"700,1000"
underweight,male,vegetarian,less frequently,coal,0.0,often,89,never,39,0.0,7,18,27,5,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",1925,Other,Navi Mumbai,India,7.0,0.0,0.0,1.0,38,0,6,8,1866,35,CBD Belapur,"Corporate, Vehicular",617.04,616.18,909.97,709.07,293.21,0.0,Winter,3145.47,"500,600"
underweight,male,vegetarian,more frequently,coal,0.0,sometimes,136,never,1493,0.0,5,20,20,1,Sometimes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",1508,Sales,Mumbai,India,5.0,0.0,0.0,1.0,30,3,14,6,1979,70,Borivali,"Residential, Vehicular",919.58,622.09,1068.29,867.55,440.33,1677.41,Monsoon,5595.25,"850,750"
underweight,male,vegetarian,daily,wood,0.0,never,180,frequently,9440,0.0,4,14,12,4,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",3789,Finance,Mumbai,India,4.0,0.0,0.0,1.0,20,3,22,0,1406,80,Borivali,"Residential, Vehicular",969.47,595.74,1124.51,847.37,262.79,1827.8,Winter,5627.68,"850,750"
overweight,male,vegetarian,daily,electricity,0.0,never,220,never,27,0.0,5,2,35,6,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",1100,Operations,Navi Mumbai,India,5.0,0.0,0.0,1.0,33,2,35,0,385,98,Airoli,"Residential, Corporate",802.44,494.15,920.95,515.69,278.8,0.0,Summer,3012.03,"700,500"
underweight,male,vegan,twice a day,wood,0.0,never,272,rarely,1489,0.0,2,6,5,5,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave']",977,Student,Mumbai,India,2.0,0.0,0.0,1.0,30,3,42,18,1251,78,Sion,"Vehicular, Construction",690.98,527.75,937.08,878.51,512.85,1756.04,Summer,5303.21,"750,400"
obese,male,vegetarian,twice a day,wood,0.0,never,182,rarely,1828,0.0,2,23,21,3,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1647,Operations,Mumbai,India,2.0,0.0,0.0,1.0,24,1,30,2,1330,146,Borivali,"Residential, Vehicular",996.96,492.95,1115.45,898.29,349.35,1694.51,Monsoon,5547.51,"850,750"
normal,male,omnivore,twice a day,coal,0.0,never,63,never,21,0.0,7,15,35,12,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1907,Other,Mumbai,India,7.0,0.0,0.0,1.0,11,0,7,6,984,122,Sion,"Vehicular, Construction",803.45,569.18,1084.0,840.33,509.85,1764.18,Monsoon,5570.99,"750,400"
overweight,female,pescatarian,daily,natural gas,0.0,never,291,rarely,51,0.0,5,24,42,22,No,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1531,Student,Mumbai,India,5.0,0.0,0.0,1.0,0,1,58,11,357,23,Bandra Kurla Complex,Corporate,711.86,707.8,946.79,742.42,323.3,1901.34,Monsoon,5333.51,650
obese,male,omnivore,less frequently,electricity,0.0,often,54,rarely,65,0.0,5,15,31,16,Yes,"['Plastic', 'Metal']",[],1872,Sales,Navi Mumbai,India,5.0,0.0,0.0,1.0,21,2,29,15,875,149,Taloja,"Industrial, Construction",675.68,480.09,1008.68,528.89,350.63,0.0,Summer,3043.97,"1000,350"
underweight,female,omnivore,less frequently,wood,0.0,never,127,never,57,0.0,2,14,49,16,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",991,Finance,Mumbai,India,2.0,0.0,0.0,1.0,39,0,33,12,756,90,Mazgaon,"Vehicular, Residential",947.84,528.6,917.89,841.23,358.29,1522.77,Monsoon,5116.62,"750,850"
normal,male,vegetarian,more frequently,coal,0.0,often,107,never,10,0.0,6,20,2,6,No,"['Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1819,Operations,Mumbai,India,6.0,0.0,0.0,1.0,36,1,32,17,610,121,Borivali,"Residential, Vehicular",1010.4,541.69,850.12,722.96,409.91,2081.0,Winter,5616.08,"850,750"
obese,female,omnivore,daily,coal,0.0,sometimes,217,frequently,317,0.0,2,14,50,5,Yes,"['Glass', 'Metal']",['Microwave'],2616,Other,Navi Mumbai,India,2.0,0.0,0.0,1.0,0,1,0,16,659,81,Koparkhairane,"Residential, Industrial",794.28,365.97,966.34,489.79,304.79,0.0,Winter,2921.17,"700,1000"
normal,female,vegan,more frequently,electricity,0.0,sometimes,259,rarely,5018,0.0,6,4,16,4,No,['Paper'],['Microwave'],2323,Student,Mumbai,India,6.0,0.0,0.0,1.0,0,4,15,8,163,117,Malad West,"Residential, Construction",913.4,504.93,1194.51,691.6,507.52,1915.25,Winter,5727.21,"850,400"
normal,male,pescatarian,twice a day,coal,0.0,never,139,very frequently,449,0.0,3,22,42,16,No,"['Glass', 'Metal']",['Oven'],2927,Sales,Navi Mumbai,India,3.0,0.0,0.0,1.0,20,1,49,13,800,44,Kharghar,"Residential, Construction",810.68,427.22,919.0,587.64,352.87,0.0,Winter,3097.41,"700,350"
underweight,male,vegan,daily,wood,0.0,often,276,very frequently,54,0.0,7,21,20,13,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3281,Finance,Mumbai,India,7.0,0.0,0.0,1.0,14,2,10,4,240,90,Sion,"Vehicular, Construction",747.34,506.6,998.63,726.98,510.18,1666.08,Winter,5155.81,"750,400"
obese,male,vegan,less frequently,electricity,0.0,sometimes,104,rarely,89,0.0,3,24,35,6,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",1541,Engineering,Navi Mumbai,India,3.0,0.0,0.0,1.0,16,4,26,10,1077,44,Kharghar,"Residential, Construction",784.57,433.86,852.3,562.07,369.7,0.0,Monsoon,3002.5,"700,350"
