Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport,season,area_total_emission,area_emissions_list
obese,male,vegan,twice a day,natural gas,sometimes,225,frequently,1921,7,1,25,7,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2567,Operations,Navi Mumbai,India,225.0,31,2,58,1,1468,81,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Winter,225.0,"700,500"
normal,male,omnivore,twice a day,natural gas,sometimes,150,frequently,1794,5,7,18,19,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],2288,Engineering,Mumbai,India,255.0,8,2,36,17,1399,140,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Monsoon,255.0,"1200,750"
obese,female,vegan,less frequently,natural gas,sometimes,132,very frequently,1863,7,14,28,18,No,"['Paper', 'Plastic', 'Metal']",['Microwave'],2562,Sales,Mumbai,India,210.0,39,0,10,15,1449,23,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Monsoon,210.0,"850,750"
obese,female,omnivore,more frequently,electricity,never,223,very frequently,820,7,0,19,21,Yes,['Paper'],"['Stove', 'Microwave']",2852,Other,Mumbai,India,210.0,19,4,10,9,648,138,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Monsoon,210.0,"850,750"
underweight,female,vegan,less frequently,wood,often,74,very frequently,52,2,23,30,2,Sometimes,['Plastic'],"['Stove', 'Microwave']",2153,Student,Navi Mumbai,India,235.0,25,1,35,18,1139,133,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Winter,235.0,"500,700,600"
normal,female,vegan,daily,coal,sometimes,156,never,74,6,15,49,16,No,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2112,Other,Mumbai,India,6.0,26,1,15,3,282,120,Andheri (Airport area),"Vehicular, Corporate, Airport",671.31,718.36,962.88,905.71,405.49,2483.04,Winter,6146.79,"750,650,2000"
overweight,male,vegan,daily,natural gas,sometimes,274,rarely,8701,4,16,50,23,Sometimes,"['Plastic', 'Glass']",['Microwave'],3666,Other,Mumbai,India,225.0,20,1,57,6,967,132,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Post-Monsoon,225.0,"850,400"
underweight,male,omnivore,more frequently,wood,sometimes,196,rarely,379,6,21,50,0,No,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1998,Sales,Navi Mumbai,India,205.0,17,2,42,15,1891,95,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Monsoon,205.0,"500,600"
overweight,female,vegetarian,daily,natural gas,often,157,very frequently,47,3,7,43,10,Sometimes,[],[],2670,Finance,Mumbai,India,225.0,12,3,24,18,1316,23,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Winter,225.0,"750,400"
obese,female,vegetarian,twice a day,electricity,never,101,very frequently,59,3,18,39,14,Sometimes,['Glass'],['Stove'],2754,Other,Navi Mumbai,India,235.0,15,1,0,4,1969,70,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Monsoon,235.0,"500,700,600"
underweight,male,vegetarian,less frequently,natural gas,never,276,never,8744,1,1,23,1,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",893,Engineering,Mumbai,India,240.0,8,1,25,4,1137,149,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Monsoon,240.0,"750,400"
obese,female,omnivore,more frequently,electricity,sometimes,193,never,58,6,17,31,23,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1843,Finance,Mumbai,India,225.0,11,1,44,6,123,149,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Monsoon,225.0,"750,400"
obese,male,omnivore,less frequently,coal,never,232,rarely,38,5,16,47,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3007,Finance,Navi Mumbai,India,230.0,37,1,29,16,1718,77,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Winter,230.0,"700,1000"
underweight,female,vegetarian,more frequently,wood,often,64,rarely,22,7,16,33,4,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",1775,Finance,Mumbai,India,210.0,18,1,50,0,905,38,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Monsoon,210.0,"850,750"
normal,male,omnivore,more frequently,natural gas,never,134,frequently,8531,4,2,7,17,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3793,Finance,Navi Mumbai,India,225.0,6,6,5,2,335,39,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Summer,225.0,"700,500"
overweight,female,vegetarian,more frequently,coal,never,125,very frequently,3775,4,10,30,13,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3617,Student,Mumbai,India,210.0,34,1,26,15,949,119,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Winter,210.0,"850,750"
normal,female,pescatarian,twice a day,coal,sometimes,64,frequently,7893,5,19,48,6,Yes,['Plastic'],"['Oven', 'Microwave']",3923,Student,Mumbai,India,5.0,17,4,51,1,1900,33,Andheri (Airport area),"Vehicular, Corporate, Airport",649.83,714.82,1038.71,750.42,300.05,2161.51,Summer,5615.34,"750,650,2000"
overweight,male,pescatarian,daily,electricity,often,78,rarely,82,6,11,37,13,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",1535,Operations,Navi Mumbai,India,265.0,15,3,18,0,1879,39,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Monsoon,265.0,"1000,600"
obese,male,omnivore,more frequently,coal,never,95,never,75,7,15,25,19,Sometimes,['Metal'],"['Oven', 'Grill', 'Airfryer']",2445,Other,Mumbai,India,230.0,38,3,37,6,602,64,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Monsoon,230.0,"850,400"
overweight,female,vegan,daily,coal,sometimes,135,frequently,9604,3,19,6,0,No,['Plastic'],"['Stove', 'Microwave']",5307,Student,Navi Mumbai,India,235.0,3,2,44,9,354,107,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Monsoon,235.0,"500,700,600"
overweight,female,vegetarian,daily,natural gas,often,157,very frequently,47,3,7,43,10,Sometimes,[],[],2670,Finance,Navi Mumbai,India,230.0,24,1,42,2,476,66,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Summer,230.0,"700,1000"
obese,female,vegan,daily,wood,sometimes,103,never,1704,3,19,49,15,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",1884,Other,Navi Mumbai,India,230.0,31,1,18,17,1438,76,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Monsoon,230.0,"700,1000"
overweight,female,omnivore,more frequently,coal,sometimes,117,rarely,14,7,8,40,20,Yes,[],"['Oven', 'Microwave']",2647,Operations,Mumbai,India,255.0,39,2,38,2,1430,50,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Monsoon,255.0,"1200,750"
overweight,female,pescatarian,less frequently,wood,often,163,rarely,25,6,9,38,17,Yes,[],"['Stove', 'Microwave']",2305,Other,Navi Mumbai,India,240.0,12,3,43,6,1232,119,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Monsoon,240.00000000000003,"700,350"
normal,male,vegetarian,daily,natural gas,often,192,frequently,2891,6,14,1,22,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2447,Student,Mumbai,India,240.0,16,0,31,14,1942,65,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Monsoon,240.00000000000003,650
obese,male,vegetarian,more frequently,wood,sometimes,292,very frequently,1674,7,17,28,22,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",4113,Finance,Navi Mumbai,India,225.0,36,0,47,0,1398,68,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Summer,225.0,"700,500"
normal,male,vegan,twice a day,coal,never,291,very frequently,62,4,15,41,11,Yes,['Paper'],"['Oven', 'Grill', 'Airfryer']",2920,Other,Mumbai,India,240.0,5,3,0,18,1441,60,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Winter,240.00000000000003,650
obese,male,omnivore,more frequently,wood,never,217,never,3,1,6,25,6,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",1280,Other,Navi Mumbai,India,230.0,18,3,24,4,866,114,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Summer,230.0,"700,500,350"
underweight,male,vegetarian,twice a day,wood,never,186,very frequently,14,2,14,31,8,Sometimes,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",2351,Student,Mumbai,India,255.0,12,1,46,6,1368,101,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Monsoon,255.0,"1200,750"
underweight,female,omnivore,twice a day,electricity,never,101,frequently,450,4,22,35,20,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",1741,Other,Mumbai,India,225.0,25,2,12,10,1901,128,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Winter,225.0,"750,400"
underweight,female,omnivore,daily,coal,sometimes,203,very frequently,1841,2,22,15,7,Yes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",2599,Engineering,Navi Mumbai,India,235.0,13,2,9,0,521,66,Vashi,"Corporate, Residential, Vehicular",70.5,35.25,23.5,82.25,18.8,4.7,Winter,235.0,"500,700,600"
obese,female,vegan,daily,coal,never,136,never,33,6,10,2,8,Sometimes,"['Plastic', 'Metal']",['Microwave'],1095,Operations,Mumbai,India,255.0,30,3,17,1,230,119,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Summer,255.0,"1200,750"
obese,female,vegetarian,daily,coal,never,277,rarely,62,7,8,4,23,No,"['Paper', 'Glass', 'Metal']",['Microwave'],1548,Other,Mumbai,India,230.0,3,0,35,13,1043,37,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Winter,230.0,"850,400"
overweight,male,vegetarian,more frequently,electricity,never,207,frequently,98,7,15,5,17,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1726,Finance,Mumbai,India,225.0,38,1,21,9,1548,26,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Monsoon,225.0,"850,400"
overweight,female,omnivore,less frequently,electricity,sometimes,127,rarely,5202,6,16,13,7,No,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1516,Other,Mumbai,India,230.0,7,2,5,2,1268,57,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Summer,230.0,"850,400"
overweight,female,pescatarian,twice a day,natural gas,sometimes,180,rarely,1918,2,2,28,10,Yes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1201,Engineering,Navi Mumbai,India,245.0,24,3,26,13,1466,47,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Winter,245.0,"700,1000"
underweight,female,pescatarian,daily,electricity,sometimes,147,frequently,29,3,17,3,15,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1168,Student,Mumbai,India,240.0,12,2,7,4,318,37,Sion,"Vehicular, Construction",52.8,36.0,36.0,91.2,19.2,4.8,Monsoon,240.0,"750,400"
obese,male,pescatarian,less frequently,natural gas,often,66,frequently,65,3,12,2,8,Sometimes,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1673,Student,Navi Mumbai,India,205.0,31,4,23,16,1708,28,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Monsoon,205.0,"500,600"
underweight,male,omnivore,more frequently,wood,often,93,rarely,1081,6,16,2,4,Yes,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",1563,Other,Navi Mumbai,India,285.0,37,1,19,6,296,126,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Winter,285.0,"1000,350"
underweight,female,vegan,daily,natural gas,sometimes,257,rarely,1,2,17,48,17,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",1389,Finance,Navi Mumbai,India,230.0,37,1,21,0,694,35,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Summer,230.0,"700,1000"
normal,female,vegetarian,daily,coal,never,250,very frequently,23,3,9,32,18,No,['Paper'],['Stove'],2530,Engineering,Navi Mumbai,India,240.0,27,1,8,10,1984,81,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Winter,240.00000000000003,"700,350"
overweight,female,vegetarian,less frequently,wood,sometimes,194,rarely,7666,6,6,40,19,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",4102,Finance,Navi Mumbai,India,240.0,29,3,54,5,882,147,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Winter,240.00000000000003,"700,350"
overweight,female,pescatarian,less frequently,electricity,never,244,rarely,1787,2,5,24,10,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",984,Finance,Mumbai,India,230.0,2,2,39,15,717,59,Goregaon,"Residential, Construction",57.5,46.0,18.4,92.0,11.5,4.6,Monsoon,230.0,"850,400"
normal,male,vegan,less frequently,coal,often,212,never,11,3,2,18,10,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1286,Finance,Mumbai,India,225.0,27,5,55,13,1735,120,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Winter,225.0,"850,400"
normal,female,pescatarian,twice a day,wood,sometimes,129,rarely,76,2,21,3,4,Sometimes,[],"['Grill', 'Airfryer']",1017,Engineering,Navi Mumbai,India,205.0,2,3,49,16,795,113,CBD Belapur,"Corporate, Vehicular",57.4,61.5,8.2,61.5,12.3,4.1,Summer,205.0,"500,600"
normal,female,omnivore,daily,natural gas,never,235,very frequently,2,6,11,15,6,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2424,Finance,Mumbai,India,210.0,33,1,38,14,943,77,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Winter,210.0,"850,750"
obese,male,omnivore,daily,coal,often,246,rarely,1966,6,1,45,20,No,"['Paper', 'Plastic']",[],3106,Other,Mumbai,India,255.0,15,4,18,13,1201,125,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Winter,255.0,"1200,750"
underweight,female,omnivore,less frequently,natural gas,often,245,never,1341,7,15,13,7,Sometimes,"['Paper', 'Plastic', 'Metal']",['Oven'],1066,Student,Navi Mumbai,India,225.0,21,1,54,6,1778,113,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Monsoon,225.0,"700,500"
overweight,female,vegetarian,daily,natural gas,sometimes,104,frequently,812,7,5,37,10,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2075,Engineering,Navi Mumbai,India,245.0,31,1,49,9,1494,38,Ghansoli,"Residential, Industrial",61.25,29.4,61.25,73.5,14.7,4.9,Monsoon,245.0,"700,1000"
overweight,female,omnivore,less frequently,wood,never,140,frequently,77,2,10,42,6,Yes,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1919,Operations,Navi Mumbai,India,240.0,37,1,0,18,1218,46,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Winter,240.00000000000003,"700,350"
obese,female,pescatarian,less frequently,electricity,sometimes,134,very frequently,7921,6,2,35,15,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven']",5093,Sales,Mumbai,India,240.0,7,0,10,6,488,49,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Summer,240.00000000000003,650
overweight,female,vegetarian,daily,natural gas,never,215,never,1695,6,22,31,24,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",1177,Other,Navi Mumbai,India,225.0,7,1,40,14,1935,64,Airoli,"Residential, Corporate",63.0,33.75,40.5,72.0,11.25,4.5,Winter,225.0,"700,500"
normal,male,omnivore,daily,electricity,often,213,never,7782,5,6,25,21,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",4394,Operations,Navi Mumbai,India,230.0,5,3,41,13,614,55,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Summer,230.0,"700,500,350"
overweight,male,vegetarian,daily,coal,sometimes,72,never,92,6,23,11,18,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2150,Operations,Mumbai,India,210.0,13,6,9,14,146,69,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Monsoon,210.0,"850,750"
overweight,female,vegetarian,more frequently,coal,sometimes,70,frequently,51,5,3,3,1,Yes,[],"['Stove', 'Grill', 'Airfryer']",1857,Student,Mumbai,India,225.0,31,4,0,18,1281,113,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Monsoon,225.0,"750,400"
underweight,female,pescatarian,more frequently,coal,never,252,never,15,7,10,6,22,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1344,Operations,Mumbai,India,210.0,34,4,26,15,850,57,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Winter,210.0,"850,750"
obese,female,vegan,twice a day,coal,often,143,very frequently,6258,1,9,12,19,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",3671,Operations,Navi Mumbai,India,240.0,9,2,16,1,1903,100,Kharghar,"Residential, Construction",72.0,36.0,28.8,84.0,14.4,4.8,Summer,240.00000000000003,"700,350"
underweight,female,vegan,twice a day,electricity,sometimes,116,never,91,4,24,20,21,Yes,['Plastic'],['Oven'],822,Student,Mumbai,India,235.0,2,2,58,1,370,93,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
normal,male,omnivore,more frequently,electricity,often,111,rarely,5931,7,3,17,16,No,"['Paper', 'Plastic', 'Metal']",[],1307,Student,Mumbai,India,240.0,11,1,43,0,521,35,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Monsoon,240.00000000000003,650
underweight,male,vegan,daily,wood,sometimes,75,never,79,7,10,40,23,Sometimes,"['Plastic', 'Glass']",[],1385,Engineering,Mumbai,India,225.0,30,2,43,15,1151,111,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Summer,225.0,"850,400"
overweight,male,omnivore,less frequently,wood,sometimes,161,rarely,60,2,1,37,16,No,"['Paper', 'Glass']","['Oven', 'Microwave']",1702,Engineering,Navi Mumbai,India,230.0,28,1,50,18,1300,129,Nerul,"Residential, Corporate, Construction",75.9,34.5,18.4,80.5,16.1,4.6,Monsoon,230.0,"700,500,350"
underweight,female,vegan,daily,natural gas,sometimes,181,rarely,2622,4,15,0,11,No,"['Paper', 'Glass']","['Oven', 'Microwave']",1782,Operations,Navi Mumbai,India,285.0,4,3,16,3,186,84,Taloja,"Industrial, Construction",14.25,8.55,199.5,42.75,14.25,5.7,Monsoon,285.0,"1000,350"
normal,female,omnivore,more frequently,natural gas,never,226,very frequently,7638,2,21,33,12,No,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2368,Sales,Navi Mumbai,India,230.0,24,2,38,2,786,68,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Winter,230.0,"700,1000"
obese,male,vegetarian,less frequently,electricity,never,249,rarely,159,5,4,41,8,Yes,"['Plastic', 'Glass']","['Oven', 'Microwave']",1598,Sales,Mumbai,India,235.0,30,2,54,10,818,102,Mazgaon,"Vehicular, Residential",42.3,35.25,47.0,82.25,23.5,4.7,Monsoon,235.0,"750,850"
normal,male,omnivore,daily,natural gas,often,181,frequently,41,3,22,41,6,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2390,Operations,Navi Mumbai,India,265.0,20,4,42,16,1710,123,Turbhe,"Industrial, Vehicular",21.2,13.25,145.75,66.25,13.25,5.3,Winter,265.0,"1000,600"
obese,male,omnivore,less frequently,natural gas,sometimes,112,rarely,7768,3,4,3,12,Sometimes,['Plastic'],"['Oven', 'Grill', 'Airfryer']",5128,Sales,Mumbai,India,225.0,19,3,55,4,961,142,Malad West,"Residential, Construction",67.5,22.5,13.5,101.25,15.75,4.5,Winter,225.0,"850,400"
normal,female,vegan,twice a day,coal,sometimes,88,very frequently,97,6,4,11,24,No,"['Paper', 'Metal']",['Stove'],2259,Sales,Mumbai,India,255.0,38,1,1,8,857,126,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Winter,255.0,"1200,750"
overweight,female,omnivore,more frequently,wood,never,146,never,6155,3,6,23,19,Sometimes,['Metal'],"['Stove', 'Microwave']",3407,Sales,Mumbai,India,240.0,21,2,47,0,1391,45,Bandra Kurla Complex,Corporate,24.0,132.0,4.8,60.0,14.4,4.8,Summer,240.00000000000003,650
underweight,female,vegetarian,less frequently,natural gas,sometimes,139,never,7196,4,5,20,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2999,Other,Mumbai,India,225.0,3,3,22,8,153,129,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Monsoon,225.0,"750,400"
overweight,male,omnivore,twice a day,coal,never,188,rarely,7505,4,22,25,24,Yes,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1947,Student,Mumbai,India,4.0,12,5,40,3,182,22,Andheri (Airport area),"Vehicular, Corporate, Airport",739.8,655.14,1088.81,760.0,429.84,2190.79,Winter,5864.38,"750,650,2000"
underweight,female,vegetarian,twice a day,wood,often,146,never,43,5,24,32,6,Yes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1290,Student,Mumbai,India,210.0,19,2,58,15,643,124,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Monsoon,210.0,"850,750"
obese,female,vegan,more frequently,wood,often,101,rarely,47,1,7,23,17,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",1273,Finance,Navi Mumbai,India,230.0,12,1,9,14,484,92,Koparkhairane,"Residential, Industrial",73.6,34.5,27.6,75.9,13.8,4.6,Monsoon,230.0,"700,1000"
normal,male,pescatarian,less frequently,natural gas,never,262,never,1412,6,10,7,19,Sometimes,"['Paper', 'Plastic', 'Metal']",[],1000,Student,Mumbai,India,210.0,16,1,52,9,622,84,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Winter,210.0,"850,750"
underweight,female,omnivore,twice a day,wood,never,283,very frequently,237,4,7,50,10,Sometimes,"['Plastic', 'Glass', 'Metal']",['Microwave'],2610,Other,Mumbai,India,210.0,35,2,41,4,322,86,Borivali,"Residential, Vehicular",73.5,16.8,6.3,94.5,14.7,4.2,Summer,210.0,"850,750"
normal,male,vegan,more frequently,electricity,never,179,very frequently,6482,3,8,47,3,No,[],"['Stove', 'Oven']",4561,Student,Mumbai,India,255.0,32,0,29,15,1988,51,Chembur,"Industrial, Vehicular",30.6,25.5,114.75,63.75,15.3,5.1,Monsoon,255.0,"1200,750"
underweight,female,omnivore,twice a day,electricity,sometimes,76,very frequently,1525,3,12,2,9,No,['Metal'],['Oven'],1638,Operations,Mumbai,India,225.0,0,2,34,5,1690,120,Worli,"Vehicular, Construction",45.0,56.25,11.25,90.0,18.0,4.5,Summer,225.0,"750,400"
