Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,subdomain,city,country,total_co2,Transport_share,Waste Bag Size_share,Waste Bag Weekly Count_share,lpg_kg,flights_hours,meat_meals,dining_out,shopping_spend,waste_kg,area,area_type_raw,Residential,Corporate,Industrial,Vehicular,Construction,Airport
obese,male,pescatarian,less frequently,coal,0.0,never,87,frequently,841,0.0,2,11,21,16,No,['Paper'],"['Stove', 'Oven', 'Microwave']",2619,Other,Mumbai,India,2.0,0.0,0.0,1.0,31,2,41,12,1124,46,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
underweight,female,omnivore,daily,electricity,0.0,never,160,frequently,59,0.0,6,11,49,21,Sometimes,"['Paper', 'Plastic']",['Stove'],1971,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,30,3,37,1,651,73,Kharghar,"Residential, Construction",1,0,0,0,1,0
normal,male,omnivore,twice a day,coal,0.0,sometimes,105,rarely,9616,0.0,6,23,21,19,No,"['Plastic', 'Metal']",[],5314,Sales,Mumbai,India,6.0,0.0,0.0,1.0,17,0,22,18,376,52,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
obese,female,pescatarian,daily,natural gas,0.0,often,65,frequently,7189,0.0,5,0,50,22,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",5158,Sales,Mumbai,India,5.0,0.0,0.0,1.0,6,2,21,17,858,48,Worli,"Vehicular, Construction",0,0,0,1,1,0
underweight,female,vegan,daily,wood,0.0,sometimes,120,very frequently,96,0.0,3,4,34,11,Yes,"['Plastic', 'Metal']",[],1890,Operations,Navi Mumbai,India,3.0,0.0,0.0,1.0,0,4,1,11,1261,112,Airoli,"Residential, Corporate",1,1,0,0,0,0
underweight,female,vegetarian,daily,wood,0.0,often,277,rarely,57,0.0,7,21,28,20,Sometimes,"['Paper', 'Plastic']",['Microwave'],1823,Engineering,Navi Mumbai,India,7.0,0.0,0.0,1.0,13,1,4,17,421,92,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
underweight,male,vegetarian,less frequently,coal,0.0,often,154,frequently,60,0.0,7,16,41,10,Sometimes,['Plastic'],"['Stove', 'Microwave']",3221,Sales,Mumbai,India,7.0,0.0,0.0,1.0,31,1,41,4,1652,80,Worli,"Vehicular, Construction",0,0,0,1,1,0
obese,female,omnivore,less frequently,natural gas,0.0,sometimes,237,never,45,0.0,7,24,6,18,No,"['Paper', 'Metal']",[],1195,Operations,Navi Mumbai,India,7.0,0.0,0.0,1.0,5,1,14,19,1759,76,Vashi,"Corporate, Residential, Vehicular",1,1,0,1,0,0
overweight,female,omnivore,more frequently,natural gas,0.0,sometimes,88,rarely,31,0.0,2,21,1,18,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1155,Operations,Mumbai,India,2.0,0.0,0.0,1.0,38,1,31,19,1008,64,Mazgaon,"Vehicular, Residential",1,0,0,1,0,0
overweight,female,pescatarian,twice a day,electricity,0.0,sometimes,244,frequently,5784,0.0,6,0,9,10,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",3374,Sales,Mumbai,India,6.0,0.0,0.0,1.0,9,6,45,7,1726,100,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
normal,male,omnivore,less frequently,electricity,0.0,sometimes,219,frequently,78,0.0,3,2,2,24,Sometimes,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1672,Engineering,Mumbai,India,3.0,0.0,0.0,1.0,6,1,5,15,345,49,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
normal,male,vegetarian,twice a day,coal,0.0,sometimes,298,never,52,0.0,7,20,29,13,Sometimes,[],"['Grill', 'Airfryer']",2502,Operations,Mumbai,India,7.0,0.0,0.0,1.0,25,2,13,1,1100,99,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
underweight,male,vegetarian,less frequently,natural gas,0.0,never,174,very frequently,4686,0.0,2,0,47,2,No,"['Paper', 'Plastic', 'Glass']",['Microwave'],3473,Sales,Navi Mumbai,India,2.0,0.0,0.0,1.0,33,1,23,12,1619,129,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
underweight,female,omnivore,daily,coal,0.0,never,258,never,7604,0.0,2,7,42,19,Sometimes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",3206,Sales,Navi Mumbai,India,2.0,0.0,0.0,1.0,29,2,56,0,575,135,Taloja,"Industrial, Construction",0,0,1,0,1,0
overweight,female,pescatarian,less frequently,wood,0.0,often,264,frequently,75,0.0,4,23,42,12,No,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2330,Sales,Navi Mumbai,India,4.0,0.0,0.0,1.0,35,4,20,4,1236,72,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
underweight,male,pescatarian,twice a day,wood,0.0,sometimes,167,very frequently,39,0.0,6,2,26,22,Sometimes,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2330,Other,Mumbai,India,6.0,0.0,0.0,1.0,20,1,13,11,225,141,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
obese,male,omnivore,more frequently,wood,0.0,sometimes,226,never,1123,0.0,2,16,8,11,Yes,"['Glass', 'Metal']","['Stove', 'Microwave']",1395,Other,Mumbai,India,2.0,0.0,0.0,1.0,16,1,11,3,365,68,Sion,"Vehicular, Construction",0,0,0,1,1,0
overweight,female,vegetarian,twice a day,coal,0.0,sometimes,104,frequently,748,0.0,7,7,43,6,Yes,"['Paper', 'Plastic', 'Metal']",[],2450,Other,Navi Mumbai,India,7.0,0.0,0.0,1.0,32,2,54,4,1364,52,Kharghar,"Residential, Construction",1,0,0,0,1,0
overweight,female,vegan,daily,natural gas,0.0,never,139,rarely,433,0.0,2,4,42,17,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1309,Other,Navi Mumbai,India,2.0,0.0,0.0,1.0,9,1,3,10,237,32,Turbhe,"Industrial, Vehicular",0,0,1,1,0,0
obese,female,omnivore,twice a day,coal,0.0,sometimes,292,never,1468,0.0,3,18,45,2,Yes,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",2160,Student,Mumbai,India,3.0,0.0,0.0,1.0,11,5,57,9,1369,104,Borivali,"Residential, Vehicular",1,0,0,1,0,0
underweight,female,vegan,daily,natural gas,0.0,never,80,very frequently,7793,0.0,2,22,20,19,No,[],['Oven'],4383,Other,Mumbai,India,2.0,0.0,0.0,1.0,15,1,43,7,1361,75,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
overweight,female,vegan,daily,natural gas,0.0,never,139,rarely,433,0.0,2,4,42,17,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1309,Other,Navi Mumbai,India,2.0,0.0,0.0,1.0,31,0,20,8,1426,56,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
overweight,female,vegan,twice a day,coal,0.0,often,207,rarely,37,0.0,5,20,35,7,Yes,"['Paper', 'Glass']",['Microwave'],2094,Student,Mumbai,India,5.0,0.0,0.0,1.0,14,6,16,6,620,77,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
overweight,female,vegetarian,less frequently,natural gas,0.0,sometimes,289,rarely,4472,0.0,2,22,47,1,Sometimes,"['Glass', 'Metal']",['Microwave'],2658,Other,Mumbai,India,2.0,0.0,0.0,1.0,26,6,28,13,1169,28,Malad West,"Residential, Construction",1,0,0,0,1,0
underweight,female,omnivore,daily,electricity,0.0,sometimes,233,never,7843,0.0,1,0,26,23,Sometimes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2483,Student,Navi Mumbai,India,1.0,0.0,0.0,1.0,27,1,50,10,1496,90,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
obese,male,vegan,twice a day,wood,0.0,never,76,never,7,0.0,5,2,39,22,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2160,Sales,Mumbai,India,5.0,0.0,0.0,1.0,16,1,15,17,1994,123,Worli,"Vehicular, Construction",0,0,0,1,1,0
normal,male,pescatarian,twice a day,coal,0.0,sometimes,68,never,69,0.0,3,17,16,0,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1027,Student,Navi Mumbai,India,3.0,0.0,0.0,1.0,1,2,17,17,1247,82,Kharghar,"Residential, Construction",1,0,0,0,1,0
obese,female,pescatarian,daily,natural gas,0.0,often,131,frequently,88,0.0,6,4,41,5,Sometimes,['Plastic'],[],2581,Student,Mumbai,India,6.0,0.0,0.0,1.0,35,4,37,7,1191,80,Worli,"Vehicular, Construction",0,0,0,1,1,0
underweight,male,pescatarian,daily,wood,0.0,sometimes,206,never,65,0.0,2,11,12,5,No,['Plastic'],"['Stove', 'Oven']",1164,Other,Navi Mumbai,India,2.0,0.0,0.0,1.0,6,2,40,1,976,27,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
normal,female,pescatarian,twice a day,electricity,0.0,often,296,frequently,8592,0.0,5,24,10,10,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",3198,Operations,Mumbai,India,5.0,0.0,0.0,1.0,12,0,57,6,1561,109,Malad West,"Residential, Construction",1,0,0,0,1,0
obese,female,vegetarian,less frequently,natural gas,0.0,often,214,never,10,0.0,6,20,12,24,Yes,['Glass'],"['Stove', 'Microwave']",1803,Engineering,Mumbai,India,6.0,0.0,0.0,1.0,14,3,50,4,601,46,Worli,"Vehicular, Construction",0,0,0,1,1,0
obese,female,vegetarian,more frequently,coal,0.0,sometimes,81,never,74,0.0,6,13,26,24,Yes,"['Paper', 'Plastic', 'Glass']",['Oven'],1417,Operations,Mumbai,India,6.0,0.0,0.0,1.0,24,1,43,13,1447,64,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
underweight,female,omnivore,more frequently,coal,0.0,sometimes,144,very frequently,6423,0.0,7,11,29,23,Yes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",3919,Student,Mumbai,India,7.0,0.0,0.0,1.0,22,1,10,13,743,33,Worli,"Vehicular, Construction",0,0,0,1,1,0
normal,female,vegetarian,twice a day,electricity,0.0,never,255,never,9842,0.0,4,4,46,0,Sometimes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2956,Engineering,Navi Mumbai,India,4.0,0.0,0.0,1.0,21,4,31,2,1484,125,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
overweight,female,omnivore,more frequently,coal,0.0,never,242,never,1672,0.0,1,3,24,5,Yes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1539,Finance,Mumbai,India,1.0,0.0,0.0,1.0,25,3,27,5,1508,91,Worli,"Vehicular, Construction",0,0,0,1,1,0
overweight,male,vegetarian,less frequently,natural gas,0.0,often,54,very frequently,68,0.0,1,17,29,12,Yes,['Paper'],['Microwave'],2737,Other,Navi Mumbai,India,1.0,0.0,0.0,1.0,32,1,15,16,848,139,Taloja,"Industrial, Construction",0,0,1,0,1,0
obese,female,vegetarian,daily,coal,0.0,often,189,never,43,0.0,3,3,37,4,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1743,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,10,4,33,7,1848,71,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
obese,female,omnivore,less frequently,electricity,0.0,never,84,very frequently,9951,0.0,5,5,28,22,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",5747,Sales,Mumbai,India,5.0,0.0,0.0,1.0,9,2,49,19,1694,70,Borivali,"Residential, Vehicular",1,0,0,1,0,0
overweight,female,pescatarian,twice a day,coal,0.0,often,266,very frequently,528,0.0,2,14,9,15,No,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2820,Finance,Mumbai,India,2.0,0.0,0.0,1.0,24,2,29,2,1788,149,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
overweight,female,vegan,less frequently,wood,0.0,sometimes,241,frequently,2949,0.0,1,4,50,11,Yes,['Paper'],"['Stove', 'Microwave']",2699,Engineering,Mumbai,India,1.0,0.0,0.0,1.0,36,3,37,14,1004,67,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
normal,male,pescatarian,more frequently,natural gas,0.0,often,93,rarely,6,0.0,1,8,11,18,No,['Metal'],"['Stove', 'Microwave']",1369,Sales,Mumbai,India,1.0,0.0,0.0,1.0,37,0,57,4,1916,86,Borivali,"Residential, Vehicular",1,0,0,1,0,0
obese,male,omnivore,twice a day,natural gas,0.0,sometimes,127,never,9318,0.0,7,5,12,24,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4617,Operations,Mumbai,India,7.0,0.0,0.0,1.0,23,2,21,18,1717,99,Sion,"Vehicular, Construction",0,0,0,1,1,0
obese,male,pescatarian,less frequently,wood,0.0,sometimes,256,frequently,3390,0.0,6,0,20,9,Yes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2500,Other,Mumbai,India,6.0,0.0,0.0,1.0,39,1,4,1,554,122,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
obese,male,vegetarian,twice a day,wood,0.0,often,51,rarely,479,0.0,4,13,50,17,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2321,Other,Navi Mumbai,India,4.0,0.0,0.0,1.0,32,1,8,7,1873,21,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
normal,male,pescatarian,less frequently,coal,0.0,sometimes,297,frequently,4690,0.0,5,23,23,22,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",4105,Engineering,Mumbai,India,5.0,0.0,0.0,1.0,16,0,12,8,1533,94,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
normal,male,vegan,less frequently,coal,0.0,sometimes,133,frequently,85,0.0,2,9,9,5,No,"['Paper', 'Glass']",['Oven'],1789,Sales,Mumbai,India,2.0,0.0,0.0,1.0,23,0,38,4,923,33,Chembur,"Industrial, Vehicular",0,0,1,1,0,0
overweight,female,vegan,less frequently,wood,0.0,often,130,frequently,522,0.0,2,10,49,8,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']",2019,Engineering,Mumbai,India,2.0,0.0,0.0,1.0,36,5,22,2,1172,78,Malad West,"Residential, Construction",1,0,0,0,1,0
normal,female,pescatarian,daily,natural gas,0.0,sometimes,191,never,1381,0.0,3,11,22,21,Sometimes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",1352,Student,Mumbai,India,3.0,0.0,0.0,1.0,1,2,26,11,1700,66,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
normal,female,vegan,less frequently,natural gas,0.0,sometimes,142,rarely,91,0.0,4,8,3,20,Yes,['Paper'],"['Stove', 'Oven']",1134,Finance,Navi Mumbai,India,4.0,0.0,0.0,1.0,31,3,31,2,800,131,Kharghar,"Residential, Construction",1,0,0,0,1,0
normal,female,vegetarian,twice a day,electricity,0.0,sometimes,171,rarely,8554,0.0,6,13,7,9,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",4076,Other,Mumbai,India,6.0,0.0,0.0,1.0,23,3,30,18,620,146,Borivali,"Residential, Vehicular",1,0,0,1,0,0
overweight,male,omnivore,daily,wood,0.0,often,154,frequently,74,0.0,4,8,36,24,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2543,Engineering,Navi Mumbai,India,4.0,0.0,0.0,1.0,8,4,32,15,493,147,Airoli,"Residential, Corporate",1,1,0,0,0,0
overweight,male,vegan,more frequently,coal,0.0,often,81,frequently,8787,0.0,7,23,50,15,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven'],5145,Engineering,Mumbai,India,7.0,0.0,0.0,1.0,3,3,41,15,979,52,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
underweight,female,vegetarian,twice a day,coal,0.0,often,136,very frequently,1149,0.0,3,2,37,17,Sometimes,[],"['Stove', 'Grill', 'Airfryer']",2682,Other,Navi Mumbai,India,3.0,0.0,0.0,1.0,16,3,25,0,494,122,Kharghar,"Residential, Construction",1,0,0,0,1,0
normal,male,pescatarian,twice a day,electricity,0.0,never,125,frequently,60,0.0,6,20,23,21,No,"['Plastic', 'Glass']","['Stove', 'Oven']",1797,Other,Navi Mumbai,India,6.0,0.0,0.0,1.0,16,1,17,16,195,37,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
overweight,male,vegan,twice a day,wood,0.0,often,223,very frequently,1713,0.0,4,11,9,19,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",3023,Other,Navi Mumbai,India,4.0,0.0,0.0,1.0,29,3,11,19,184,120,Taloja,"Industrial, Construction",0,0,1,0,1,0
underweight,male,omnivore,twice a day,natural gas,0.0,often,299,rarely,846,0.0,6,19,10,3,Yes,['Plastic'],"['Microwave', 'Grill', 'Airfryer']",2191,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,39,1,2,2,1159,24,Kharghar,"Residential, Construction",1,0,0,0,1,0
normal,female,vegetarian,daily,wood,0.0,sometimes,295,frequently,210,0.0,4,23,24,18,Sometimes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1603,Operations,Navi Mumbai,India,4.0,0.0,0.0,1.0,10,0,4,16,1051,51,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
underweight,male,pescatarian,less frequently,natural gas,0.0,never,252,frequently,39,0.0,2,19,35,2,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven']",1727,Other,Mumbai,India,2.0,0.0,0.0,1.0,20,1,13,16,515,135,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
overweight,female,pescatarian,twice a day,electricity,0.0,sometimes,223,never,2888,0.0,2,23,28,7,No,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1472,Finance,Navi Mumbai,India,2.0,0.0,0.0,1.0,20,1,58,15,694,92,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
obese,female,vegan,daily,electricity,0.0,sometimes,243,frequently,49,0.0,5,6,13,16,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1778,Student,Mumbai,India,5.0,0.0,0.0,1.0,17,1,46,5,774,33,Bandra Kurla Complex,Corporate,0,1,0,0,0,0
normal,female,omnivore,twice a day,natural gas,0.0,often,142,rarely,6372,0.0,7,12,44,4,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",3529,Student,Navi Mumbai,India,7.0,0.0,0.0,1.0,28,2,11,17,825,83,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
obese,male,vegan,daily,natural gas,0.0,sometimes,156,very frequently,44,0.0,3,0,21,22,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2867,Student,Mumbai,India,3.0,0.0,0.0,1.0,23,2,3,13,320,51,Sion,"Vehicular, Construction",0,0,0,1,1,0
normal,female,pescatarian,less frequently,coal,0.0,never,159,never,1480,0.0,1,3,26,6,Sometimes,['Paper'],['Stove'],1488,Engineering,Navi Mumbai,India,1.0,0.0,0.0,1.0,9,3,55,19,1953,128,CBD Belapur,"Corporate, Vehicular",0,1,0,1,0,0
overweight,female,vegan,more frequently,coal,0.0,often,121,very frequently,1996,0.0,6,3,45,4,Sometimes,"['Paper', 'Glass']",[],3128,Finance,Navi Mumbai,India,6.0,0.0,0.0,1.0,16,1,15,7,1442,67,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
overweight,female,pescatarian,more frequently,natural gas,0.0,sometimes,163,rarely,1849,0.0,6,11,0,7,Sometimes,"['Paper', 'Glass', 'Metal']",['Stove'],1306,Operations,Mumbai,India,6.0,0.0,0.0,1.0,17,1,10,18,578,71,Goregaon,"Residential, Construction",1,0,0,0,1,0
underweight,female,vegan,more frequently,wood,0.0,often,124,never,80,0.0,1,6,34,23,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",1187,Other,Mumbai,India,1.0,0.0,0.0,1.0,19,2,35,8,491,128,Worli,"Vehicular, Construction",0,0,0,1,1,0
underweight,male,omnivore,more frequently,coal,0.0,often,123,very frequently,6731,0.0,2,7,19,12,Yes,['Paper'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4203,Operations,Navi Mumbai,India,2.0,0.0,0.0,1.0,36,1,37,17,1242,127,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
obese,female,vegan,twice a day,wood,0.0,often,113,never,42,0.0,3,20,1,7,No,"['Paper', 'Glass', 'Metal']",['Oven'],783,Operations,Mumbai,India,3.0,0.0,0.0,1.0,17,3,56,0,1711,51,Borivali,"Residential, Vehicular",1,0,0,1,0,0
overweight,male,omnivore,daily,wood,0.0,sometimes,243,never,69,0.0,2,21,40,7,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1642,Student,Mumbai,India,2.0,0.0,0.0,1.0,16,3,47,16,1192,127,Sion,"Vehicular, Construction",0,0,0,1,1,0
overweight,female,omnivore,twice a day,electricity,0.0,sometimes,162,frequently,4539,0.0,4,17,27,0,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3042,Other,Navi Mumbai,India,4.0,0.0,0.0,1.0,8,2,1,3,544,112,Taloja,"Industrial, Construction",0,0,1,0,1,0
underweight,female,vegetarian,daily,electricity,0.0,never,210,very frequently,6910,0.0,3,16,32,11,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3230,Operations,Navi Mumbai,India,3.0,0.0,0.0,1.0,13,4,12,15,1217,88,Koparkhairane,"Residential, Industrial",1,0,1,0,0,0
obese,female,vegetarian,twice a day,wood,0.0,sometimes,201,rarely,1263,0.0,1,16,47,13,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],1644,Operations,Navi Mumbai,India,1.0,0.0,0.0,1.0,28,1,7,11,418,30,Kharghar,"Residential, Construction",1,0,0,0,1,0
obese,male,vegan,twice a day,electricity,0.0,sometimes,145,rarely,8840,0.0,1,11,42,18,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",5392,Sales,Navi Mumbai,India,1.0,0.0,0.0,1.0,30,1,43,12,1440,47,Airoli,"Residential, Corporate",1,1,0,0,0,0
overweight,female,omnivore,more frequently,coal,0.0,never,192,very frequently,1051,0.0,3,9,1,17,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2069,Finance,Navi Mumbai,India,3.0,0.0,0.0,1.0,3,1,20,1,1990,107,Taloja,"Industrial, Construction",0,0,1,0,1,0
underweight,female,pescatarian,more frequently,natural gas,0.0,often,209,never,57,0.0,3,12,39,19,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1344,Finance,Mumbai,India,3.0,0.0,0.0,1.0,17,5,25,11,392,125,Goregaon,"Residential, Construction",1,0,0,0,1,0
overweight,male,pescatarian,less frequently,electricity,0.0,often,210,never,4420,0.0,4,14,24,5,Sometimes,['Plastic'],"['Stove', 'Microwave']",2083,Other,Mumbai,India,4.0,0.0,0.0,1.0,19,0,37,9,865,59,Worli,"Vehicular, Construction",0,0,0,1,1,0
underweight,male,vegan,more frequently,natural gas,0.0,never,137,never,79,0.0,3,18,40,19,Sometimes,"['Paper', 'Glass']",['Oven'],1176,Other,Mumbai,India,3.0,0.0,0.0,1.0,8,5,34,14,615,135,Malad West,"Residential, Construction",1,0,0,0,1,0
obese,female,vegan,more frequently,wood,0.0,often,123,frequently,4211,0.0,3,4,32,12,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1960,Sales,Mumbai,India,3.0,0.0,0.0,1.0,12,2,14,4,1179,45,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
overweight,male,vegetarian,less frequently,electricity,0.0,often,105,never,73,0.0,2,22,23,11,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],583,Operations,Navi Mumbai,India,2.0,0.0,0.0,1.0,14,4,39,0,1678,62,Ghansoli,"Residential, Industrial",1,0,1,0,0,0
overweight,male,vegan,more frequently,wood,0.0,often,231,frequently,333,0.0,2,1,30,4,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2160,Other,Navi Mumbai,India,2.0,0.0,0.0,1.0,26,4,29,7,1400,90,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
underweight,female,pescatarian,more frequently,natural gas,0.0,never,163,frequently,1195,0.0,5,18,4,18,Yes,"['Paper', 'Glass']",[],1496,Student,Mumbai,India,5.0,0.0,0.0,1.0,14,3,1,17,669,131,Worli,"Vehicular, Construction",0,0,0,1,1,0
normal,female,pescatarian,more frequently,wood,0.0,sometimes,64,very frequently,423,0.0,5,1,16,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2180,Finance,Mumbai,India,5.0,0.0,0.0,1.0,27,1,15,5,861,134,Goregaon,"Residential, Construction",1,0,0,0,1,0
obese,female,vegetarian,more frequently,electricity,0.0,sometimes,98,very frequently,1274,0.0,2,6,8,5,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",1917,Student,Mumbai,India,2.0,0.0,0.0,1.0,36,2,12,0,243,98,Worli,"Vehicular, Construction",0,0,0,1,1,0
normal,female,vegan,more frequently,wood,0.0,never,157,rarely,15,0.0,1,20,50,18,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1221,Engineering,Mumbai,India,1.0,0.0,0.0,1.0,18,1,0,13,408,81,Worli,"Vehicular, Construction",0,0,0,1,1,0
underweight,female,pescatarian,less frequently,electricity,0.0,sometimes,73,frequently,68,0.0,6,19,4,16,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1155,Operations,Mumbai,India,6.0,0.0,0.0,1.0,25,2,42,9,117,129,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
normal,female,vegan,less frequently,electricity,0.0,sometimes,179,very frequently,1996,0.0,5,11,40,17,No,['Glass'],"['Stove', 'Grill', 'Airfryer']",2404,Operations,Navi Mumbai,India,5.0,0.0,0.0,1.0,25,0,27,3,924,64,Nerul,"Residential, Corporate, Construction",1,1,0,0,1,0
underweight,female,vegetarian,more frequently,wood,0.0,never,198,frequently,7995,0.0,4,24,37,20,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",3596,Other,Mumbai,India,4.0,0.0,0.0,1.0,24,2,0,17,1474,149,Andheri (Airport area),"Vehicular, Corporate, Airport",0,1,0,1,0,1
overweight,female,pescatarian,twice a day,natural gas,0.0,often,196,frequently,59,0.0,5,12,37,12,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2066,Student,Mumbai,India,5.0,0.0,0.0,1.0,25,2,39,18,1289,113,Borivali,"Residential, Vehicular",1,0,0,1,0,0
